funcion,estudios,experiencia,ubicacion,skills,tecnologias_aptitudes,idiomas,vacaciones,beneficios,portal_empleo,salario_medio,modalidad_Híbrido,modalidad_Presencial,modalidad_Remoto,jornada_Jornada completa,jornada_Media jornada,jornada_Por horas,contrato_Indefinido,contrato_Otros,contrato_Prácticas,contrato_Temporal
48728.57142857143,1,0.0,0,0,6,0,23.8,0,0,58600.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
53142.857142857145,1,5.0,0,0,10,0,23.8,0,0,39000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43729.166666666664,1,3.0,0,0,4,0,23.2,0,0,33000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34858.20895522388,1,3.0,0,0,16,0,25.6,0,0,38100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
49692.307692307695,1,5.0,0,0,2,1,23.8,0,0,45000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
66041.66666666667,1,10.0,0,0,2,1,23.8,0,0,52800.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
44460.0,1,1.0,0,0,7,1,23.2,0,0,49920.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
38300.0,1,3.0,0,0,5,1,28.0,0,0,47600.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
66041.66666666667,1,5.0,0,0,6,0,23.8,0,0,49500.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43729.166666666664,1,3.0,0,0,7,0,23.2,0,0,36000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
38300.0,1,3.0,0,0,3,1,28.0,0,0,39000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
36411.42857142857,1,3.0,0,0,8,1,22.6,0,0,37800.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34858.20895522388,1,2.0,0,0,6,1,25.6,0,0,28500.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
53142.857142857145,1,5.0,0,0,2,1,23.8,0,0,53324.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43093.75,1,3.0,0,0,8,1,24.0,0,0,39000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43093.75,1,3.0,0,0,8,0,24.0,0,0,39000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43729.166666666664,1,3.0,0,0,3,1,23.2,0,0,41976.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
32625.0,1,3.0,0,0,2,0,25.6,0,0,33900.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34858.20895522388,1,5.0,0,0,7,0,25.6,0,0,34500.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
49692.307692307695,1,3.0,0,0,2,1,23.8,0,0,33900.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
26961.764705882353,1,2.0,0,0,3,1,25.6,0,0,40800.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
34858.20895522388,1,3.0,0,0,3,0,25.6,0,0,41976.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43729.166666666664,1,3.0,0,0,6,1,23.2,0,0,39600.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
49692.307692307695,1,3.0,0,0,4,1,23.8,0,0,42000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
38300.0,1,3.0,0,0,2,0,28.0,0,0,33900.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
16500.0,1,1.0,0,0,3,0,25.6,0,0,23900.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
49692.307692307695,1,3.0,0,0,8,1,23.8,0,0,40500.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34858.20895522388,1,3.0,0,0,4,1,25.6,0,0,35400.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43093.75,1,5.0,0,0,1,0,24.0,0,0,43500.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
36411.42857142857,1,1.0,0,0,7,1,22.6,0,0,19500.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
36411.42857142857,1,5.0,0,0,3,1,22.6,0,0,40200.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34858.20895522388,1,0.5,0,0,6,0,25.6,0,0,49500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
43729.166666666664,1,3.0,0,0,8,1,23.2,0,0,28500.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
48728.57142857143,1,2.0,0,0,6,0,23.8,0,0,24000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43854.6875,1,3.0,0,0,3,1,23.2,0,0,39000.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42000.0,1,3.0,0,0,7,1,24.2,0,0,43500.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34858.20895522388,1,5.0,0,0,3,0,25.6,0,0,40200.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43729.166666666664,1,2.0,0,0,3,1,23.2,0,0,40800.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34858.20895522388,1,3.0,0,0,2,1,25.6,0,0,33900.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34858.20895522388,1,2.0,0,0,5,1,25.6,0,0,31500.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
16500.0,1,0.5,0,0,7,1,25.6,0,0,33284.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
38300.0,1,3.0,0,0,4,1,28.0,0,0,35400.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42328.57142857143,1,5.0,0,0,3,0,24.2,0,0,40200.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42328.57142857143,1,5.0,0,0,3,1,24.2,0,0,40200.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43854.6875,1,3.0,0,0,5,1,23.2,0,0,47600.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
48728.57142857143,0,3.0,0,0,3,1,23.8,0,0,42600.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43729.166666666664,0,5.0,1,0,2,1,23.2,0,0,56100.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
